ref_area,country,frequency_of_observation,measure,unit_of_measure,health_care_provider,asset_type,price_base,year,set_healtchare_capita_outcomes,base_period,unit_multiplier
SVN,Slovenia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2008,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2007,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2006,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2005,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2004,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2003,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2002,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2001,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2018,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2017,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2016,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2015,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2014,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2013,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2012,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2011,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2010,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Total,Not applicable,2009,100.0,,Units
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2006,23.357,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2005,32.022,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2004,68.486,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2003,50.98,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2002,34.965,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2001,35.857,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2018,76.761,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2017,52.034,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2016,39.429,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2015,44.0,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2014,40.648,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2013,45.447,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2012,39.737,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2011,41.266,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2010,172.432,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2009,60.086,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Total,Constant prices,2008,34.409,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2006,0.001,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2005,0.001,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2004,0.002,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2003,0.002,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2002,0.001,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2001,0.001,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2018,0.002,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2017,0.001,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2016,0.001,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2015,0.001,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2014,0.001,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2013,0.001,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2012,0.001,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2011,0.001,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2010,0.004,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2009,0.002,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2008,0.001,,Units
SVK,Slovak Republic,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2007,0.003,,Units
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2009,57.434,2015.0,Millions
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2008,46.821,2015.0,Millions
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2007,49.83,2015.0,Millions
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2006,44.359,2015.0,Millions
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2005,72.732,2015.0,Millions
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2004,36.83,2015.0,Millions
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2003,56.917,2015.0,Millions
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2013,33.61,2015.0,Millions
SVN,Slovenia,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Constant prices,2011,41.548,2015.0,Millions
SVN,Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2006,0.12,,Units
SVN,Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2005,0.208,,Units
SVN,Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2004,0.108,,Units
SVN,Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2003,0.175,,Units
SVN,Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2013,0.093,,Units
SVN,Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2011,0.11,,Units
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2018,701.599,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2016,608.876,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2015,768.734,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2014,500.252,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2013,472.854,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2012,728.016,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2011,373.847,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2010,539.805,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2009,294.75,,Millions
CAN,Canada,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Current prices,2008,379.439,,Millions
LVA,Latvia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2017,2.112,2015.0,Millions
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2018,78.699,,Units
SWE,Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Infrastructure,Not applicable,2017,74.858,,Units
